Batch	Correct_edit	Indels	Substitutions_amplicon	Reads_aligned_all_amplicons	Reads_aligned_reference	Reads_aligned_amplicon	dir
REP3_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_18	0	0.0276052449965493	0	28980	28979	0	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_20	1.96548860385716	0.452154655347421	1.96548860385716	10837	10624	213	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS1cells_EMX1endogenousSeq_GCTGC_EMX1_type2_RTT_22	0.0030612869650401	0.0183677217902406	0.0030612869650401	32666	32664	1	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_14	0	0.0245134088346325	0	20397	20396	0	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_16	0.00369126278099738	0.0184563139049869	0	27091	27089	1	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_18	0.0943944234679059	0.0145222189950624	0.00726110949753122	13772	13759	13	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_20	0.181506009320579	0.0294334069168506	0	20385	20348	37	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP3_OrthoTS1cells_EMX1endogenousSeq_GTCAG_EMX1_type2_RTT_22	0.0745156482861401	0.0248385494287134	0	16104	16090	12	CRISPRessoBatch_on_OrthoTS1cells_EMX1endogenousSeq_EMX1_v2
REP1_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_30	0.0012120918280769	0.0109088264526921	0.0012120918280769	82502	82501	1	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_32	0.0146829941561683	0.0411123836372713	0	68106	68096	10	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_34	0.0361408771390882	0.0126493069986809	0.00180704385695441	55339	55319	20	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_36	0.0179118087670162	0.0179118087670162	0.00162834625154693	61412	61401	11	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_40	0.00269258730714343	0.0161555238428606	0.00269258730714343	74278	74276	2	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_30	0.0758129946132872	0.0106404202966017	0.00266010507415043	75185	75127	57	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_32	0.035034293183135	0.00538989125894385	0.00134747281473596	74213	74187	26	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_34	0.050139577743448	0.0135512372279589	0.00135512372279589	73794	73757	37	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_36	0	0.00588166098106105	0	68008	68008	0	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_40	0.092846200269254	0.0104451975302911	0.00116057750336567	86164	86084	80	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_30	0	0.0144460495610623	0	89990	89990	0	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_32	0	0.0215007525263384	0	65114	65113	0	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_34	0	0.00425676826153584	0	46984	46983	0	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_36	0	0.00974168303810622	0	61591	61591	0	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_40	0.00269527249204895	0.00943345372217131	0.00134763624602447	74204	74202	2	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_30	0.573122857000878	0.0182206688641898	0.00993854665319441	60371	60025	346	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_32	0.00312514649124178	0.00156257324562089	0.00312514649124178	63997	63994	2	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_34	0	0.0198149285671825	0	50467	50467	0	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_36	0.140304613148064	0.011832919181162	0.00338083405176057	59157	59073	83	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP2_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_40	0.00159225527036495	0.00955353162218967	0.00159225527036495	62804	62803	1	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_30	0	0.00353619293468652	0	28279	28278	0	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_32	0.00910249408337884	0.00455124704168942	0.00910249408337884	21972	21970	2	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_34	0.00917894350360274	0.00917894350360274	0.00917894350360274	21789	21787	2	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_36	0.00697950352464928	0.00697950352464928	0.00697950352464928	42983	42980	3	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS1cells_HEK3endogenousSeq_GCTGC_HEK3_type1_RTT_40	0	0.0107675079679559	0	46436	46436	0	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_30	0.013009822415924	0.026019644831848	0.013009822415924	15373	15371	2	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_32	0	0.00532141336739038	0	18792	18792	0	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_34	0.0328342526924087	0.026267402153927	0.0328342526924087	15228	15223	5	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_36	0	0.00710984713828653	0	14065	14065	0	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP3_OrthoTS1cells_HEK3endogenousSeq_GTCAG_HEK3_type1_RTT_40	0.0483558994197292	0.0120889748549323	0.0483558994197292	8272	8268	4	CRISPRessoBatch_on_OrthoTS1cells_HEK3endogenousSeq_HEK3_v1
REP1_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_10	0.00166545920874033	0.00999275525244198	0.00166545920874033	120087	120085	2	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_12	0	0.0133947706815259	0	111984	111984	0	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_14	0.00125338413717036	0.017547377920385	0.00125338413717036	79784	79783	1	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_16	0.039820806371329	0.0348432055749129	0.0238924838227974	100450	100410	40	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_18	0.000964273660864953	0.0173569258955692	0.000964273660864953	103705	103704	1	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_10	0.00217438573602957	0.0130463144161774	0.00217438573602957	91980	91978	2	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_12	0.0010745178101327	0.0139687315317251	0.0010745178101327	93065	93063	1	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_14	0.00463795002608847	0.0115948750652212	0.00463795002608847	86245	86241	4	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_16	0.00137485392177081	0.0632432804014574	0.00137485392177081	72735	72734	1	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_18	0.0156546402195333	0.0184172237876862	0.00368344475753725	108594	108577	17	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_10	0.00148683408418455	0.0200722601364914	0.00148683408418455	134514	134512	2	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_12	0.001427908471067	0.0149930389462035	0.001427908471067	140065	140063	2	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_14	0	0.0269233358013058	0	74285	74284	0	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_16	0.00340390768602356	0.0374429845462591	0.00340390768602356	117512	117508	4	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_18	0.00378429517502365	0.0552507095553453	0.00378429517502365	132125	132119	5	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_10	0.00552237020129039	0.0193282957045164	0.00552237020129039	108649	108643	6	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_12	0.00101063184703076	0.0151594777054615	0.00101063184703076	98948	98947	1	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_14	0.00163359988238081	0.0914815934133253	0.00163359988238081	122429	122427	2	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_16	0.00352932872167714	0.0952918754852827	0.00352932872167714	113336	113332	4	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP2_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_18	0.00161192826919202	0.0975216602861173	0.00161192826919202	124075	124073	2	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_10	0	0.0145152928978745	0	48225	48225	0	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_12	0.00255924655781338	0.0307109586937606	0.00255924655781338	39074	39073	1	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_14	0.00344032751917983	0.0240822926342588	0.00344032751917983	29067	29066	1	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_16	0	0.0165494414563509	0	24170	24166	0	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS1cells_RNF2endogenousSeq_GCTGC_RNF2_type1_RTT_18	0.0029292012068309	0.0205044084478163	0.0029292012068309	34139	34138	1	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_10	0.0971250971250971	0.116550116550117	0.0971250971250971	5148	5143	5	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_12	0	0.0254896129827095	0	23539	23539	0	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_14	0.00609198903441974	0.00609198903441974	0.00609198903441974	16415	16414	1	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_16	0.00329967663169009	0.0296970896852108	0.00329967663169009	30306	30305	1	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP3_OrthoTS1cells_RNF2endogenousSeq_GTCAG_RNF2_type1_RTT_18	0.00695531211963137	0.0208659363588941	0.00695531211963137	28755	28753	2	CRISPRessoBatch_on_OrthoTS1cells_RNF2endogenousSeq_RNF2_v1
REP1_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_14	53.4986590505381	0.161958831110028	0.571209640904183	57422	26702	30720	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP1_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_16	63.4898862430959	0.122535571893632	0.753502322689199	54678	19949	34715	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP1_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_18	60.4270254460369	0.118713762193968	0.808629974364709	58123	22993	35122	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP1_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_20	64.9388542546916	0.113203335512365	0.774884803648017	62719	21980	40729	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP1_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_22	53.1612695640183	0.089632506722438	0.553882926156604	43511	20378	23131	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP1_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_14	52.0291468474851	0.092770637249941	0.752285531154067	59286	28438	30846	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP1_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_16	51.8924827734291	0.115169142477893	0.73786331960413	51229	24645	26584	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP1_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_18	53.3617231813122	0.106020179174103	0.708568197480254	56593	26384	30199	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP1_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_20	55.1755118768028	0.0441341046293523	0.636792081080655	63443	28437	35005	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP1_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_22	56.2820928367935	0.0750609870519797	0.667019225848274	58619	25622	32992	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP2_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_14	45.3304825256045	0.19533312216239	0.551684088269454	37884	20710	17173	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP2_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_16	47.7068221467267	0.103296299696998	0.791938297676981	43564	22781	20783	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP2_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_18	49.3258252828434	0.0568269876530454	0.52694115823733	38714	19618	19096	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP2_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_20	50.2295203179396	0.150959672201855	0.542222496071968	32459	16155	16304	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP2_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_22	56.6422129807018	0.0630811644315686	0.651838699126209	42802	18558	24244	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP2_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_14	51.371706610073	0.0750556447021067	0.887727108028366	38638	18788	19849	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP2_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_16	50.8023063514057	0.0759844455370312	0.730791579135565	44746	22013	22732	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP2_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_18	56.07828857533	0.0855712335002276	0.793809740555303	54925	24110	30801	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP2_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_20	43.3744309559939	0.0189681335356601	0.531107738998483	52720	29853	22867	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP2_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_22	42.3737636647579	0.00946476740334106	0.532393166437935	42262	24354	17908	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP3_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_14	48.0387208421963	0.0829217290983163	0.448858924901756	55474	28825	26649	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP3_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_16	52.0868615132478	0.142037694618957	0.718382955476646	36610	17541	19069	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP3_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_18	52.1070310710741	0.0877929612947553	0.56302007786854	52396	25094	27302	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP3_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_20	51.3547876109884	0.0333486181166368	0.52107215807245	47978	23339	24639	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP3_OrthoTS2cells_TSseq_GCTGC_EMX1_type2_RTT_22	55.0647348951911	0.063193588162762	0.570283600493218	64880	29154	35726	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP3_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_14	47.8677202720166	0.171599262758723	0.591064127280046	47203	24608	22595	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP3_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_16	44.8470990391722	0.0508130081300813	0.632852919438285	43296	23878	19417	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP3_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_18	46.3667547214446	0.173481055080235	0.622954697788117	50726	27193	23520	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP3_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_20	46.7295865083356	0.0328781959540479	0.53572119289831	51706	27543	24162	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP3_OrthoTS2cells_TSseq_GTCAG_EMX1_type2_RTT_22	45.5599453531736	0.0406158845031939	0.474467378060038	54166	29488	24678	CRISPRessoBatch_on_OrthoTS2_EMX1_v2
REP1_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_30	36.0365003334748	0.316801067119384	0.856423937428	65972	42194	23774	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP1_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_32	35.6712936532533	0.249563671358899	0.799256202391244	61307	39437	21869	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP1_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_34	37.5516943155909	0.397830018083183	0.706030348297822	63595	39713	23881	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP1_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_36	38.2639611515782	0.246271245230663	0.811654526534859	57660	35596	22063	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP1_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_40	28.246850629874	0.335557888422316	0.605503899220156	53344	38276	15068	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP1_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_30	18.1749849669272	0.409651232711966	0.614476849067949	53216	43518	9672	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP1_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_32	15.6673246931594	0.399965668182989	0.609389751952622	58255	49127	9127	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP1_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_34	19.8286747892563	0.542643595781714	0.714992662366472	58602	46980	11620	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP1_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_36	15.3429989296487	0.387272550355162	0.490415490902014	51385	43500	7884	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP1_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_40	12.9945900074255	0.403097485944627	0.537463314592836	56562	49211	7350	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP2_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_30	37.0306273482865	0.241375384265058	0.951838779460321	43915	27650	16262	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP2_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_32	36.4833730911167	0.177380879564499	0.713601239627296	49047	31151	17894	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP2_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_34	48.3098954973552	0.221476798692642	0.989119683481701	46506	24038	22467	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP2_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_36	35.0916049814459	0.25062656641604	0.703308659245012	51471	33408	18062	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP2_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_40	35.7552624446653	0.18294335531665	0.921492456409793	44276	28444	15831	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP2_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_30	15.5734737534968	0.406450551258845	0.575942076682574	60770	51264	9464	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP2_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_32	14.1914304865682	0.384992179846347	0.460615643744736	58183	49919	8257	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP2_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_34	14.8753873097131	0.140105078809107	0.630472854640981	37115	31594	5521	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP2_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_36	14.005126129772	0.0755429650613787	0.453257790368272	37065	31874	5191	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP2_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_40	8.38127013345605	0.330763920846756	0.221468016566958	34768	31853	2914	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP3_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_30	32.0051330366135	0.168935382216302	0.838179396380884	61562	41858	19703	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP3_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_32	35.0884810012875	0.187142557714765	0.714136000239542	66794	43357	23437	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP3_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_34	35.0744980728298	0.253120865213139	0.632802163032848	69532	45144	24388	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP3_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_36	33.5784140032599	0.177166749344483	0.698036992417263	56444	37491	18953	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP3_OrthoTS2cells_TSseq_GCTGC_HEK3_type1_RTT_40	20.7218723564245	0.300780148510198	0.498167120970016	53195	42171	11023	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP3_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_30	13.0121926843894	0.183526247887631	0.530590736467211	55033	47871	7161	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
REP3_OrthoTS2cells_TSseq_GTCAG_HEK3_type1_RTT_32	11.7631911003528	0.28326423402776	0.38111915123735	38833	34265	4568	CRISPRessoBatch_on_OrthoTS2_HEK3_v1
